,Overall Qual,MS SubClass,Full Bath,Half Bath,Fireplaces,Gr Liv Area,Year Built,Year Remod/Add,Garage Area,TotRms AbvGrd,Open Porch SF,Wood Deck SF,Lot Area,MS Zoning,Lot Config,Condition 1,Bldg Type,House Style,Roof Style,Exterior 2nd,Exter Qual,Foundation,Heating QC,Sale Type,Kitchen Qual,Neighborhood,Lot Shape,SalePrice,Area_x_Rooms
565,6,80,1,1,0,1165,1966,1966,490.0,6,129,0,9020,RL,Inside,Norm,1Fam,SLvl,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,174900,6990
1747,6,60,2,1,2,2112,1969,1969,576.0,9,0,280,11075,RL,Inside,Norm,1Fam,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,206900,19008
668,6,60,2,1,2,2683,1990,1991,473.0,9,251,237,9205,RL,Inside,Norm,1Fam,2Story,Hip,HdBoard,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,290000,24147
26,5,20,1,0,1,894,1965,2009,336.0,5,144,416,8450,RL,Inside,RRAe,1Fam,1Story,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,Sawyer,Reg,138500,4470
595,7,60,1,2,2,2288,1977,1992,520.0,8,72,321,13774,RL,Inside,Norm,1Fam,2Story,Hip,HdBoard,TA,PConc,Ex,WD ,Gd,NWAmes,IR1,230000,18304
1886,7,20,2,0,1,1682,1970,1970,530.0,7,0,98,10400,RL,Inside,Norm,1Fam,1Story,Hip,Plywood,TA,PConc,Gd,WD ,TA,NWAmes,Reg,174000,11774
625,6,20,2,0,0,1218,2009,2009,676.0,4,102,0,7862,FV,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,IR1,208300,4872
115,6,20,2,0,1,1707,1978,1998,479.0,7,0,0,11088,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,PConc,Gd,WD ,TA,NWAmes,Reg,184000,11949
1410,7,90,2,0,0,1344,1997,1998,784.0,8,0,0,8940,RM,Corner,Norm,Duplex,SFoyer,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Mitchel,IR1,209200,10752
1414,8,120,2,0,1,1742,1985,1985,564.0,5,28,114,6563,RL,CulDSac,Norm,1Fam,1Story,Gable,HdBoard,Gd,PConc,TA,WD ,Gd,StoneBr,IR1,275000,8710
1387,3,20,2,0,1,1733,1955,1955,452.0,8,0,0,13680,RL,CulDSac,Norm,1Fam,1Story,Hip,Wd Sdng,TA,Slab,Ex,WD ,TA,Edwards,IR1,139600,13864
451,8,20,2,0,1,1460,2006,2007,480.0,6,20,0,10037,RL,Corner,Feedr,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,247000,8760
1908,8,60,2,1,1,1924,1998,1998,592.0,7,75,208,12011,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,280000,13468
1695,6,60,2,1,1,2380,1965,1979,596.0,7,265,0,18450,RL,Inside,Norm,1Fam,2Story,Flat,Plywood,TA,CBlock,TA,WD ,TA,NAmes,IR1,129000,16660
936,7,60,2,1,1,1873,1999,1999,597.0,7,123,202,10820,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR2,235500,13111
380,5,20,1,0,0,960,1958,1958,624.0,5,0,0,9750,RM,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,Ex,WD ,TA,OldTown,Reg,125000,4800
2014,6,120,2,0,1,1306,2005,2005,624.0,5,63,170,5122,RL,Inside,Norm,Twnhs,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,184500,6530
420,6,60,2,1,1,1636,1998,1999,440.0,7,84,0,7500,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Gd,WD ,TA,Gilbert,Reg,191000,11452
1498,5,85,1,0,1,1452,1964,1980,572.0,6,0,92,11235,RL,Inside,Norm,1Fam,SFoyer,Gable,HdBoard,TA,CBlock,Gd,WD ,TA,Sawyer,Reg,158450,8712
1426,6,60,2,1,1,2267,2002,2002,390.0,8,46,120,8068,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,ConLI,Gd,Gilbert,IR1,200000,18136
444,7,60,1,1,0,1479,1972,2004,484.0,7,32,0,7472,RL,CulDSac,Norm,1Fam,2Story,Gable,HdBoard,TA,CBlock,Gd,WD ,Gd,NAmes,IR1,184000,10353
264,4,30,1,0,0,708,1940,1950,0.0,5,0,164,5330,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Fa,CBlock,Gd,WD ,Fa,BrkSide,Reg,82500,3540
1772,6,160,1,1,0,1092,1973,1973,440.0,6,0,0,2760,RM,Inside,Norm,TwnhsE,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,BrDale,Reg,105500,6552
1571,9,20,0,1,1,1842,1981,1987,894.0,5,72,857,50271,RL,Inside,Norm,1Fam,1Story,Gable,Wd Shng,Gd,CBlock,Gd,WD ,Gd,Veenker,IR1,385000,9210
487,5,30,1,0,0,764,1925,2004,504.0,4,0,0,5232,RM,Inside,Artery,1Fam,1Story,Gable,Wd Sdng,TA,BrkTil,Gd,WD ,TA,OldTown,IR3,73000,3056
144,8,20,1,1,1,1418,2010,2010,852.0,6,192,160,12853,FV,Inside,Norm,1Fam,1Story,Gable,CmentBd,Gd,PConc,Ex,New,Gd,Somerst,IR1,267916,8508
1727,8,60,2,1,1,2088,2007,2007,656.0,10,24,100,8899,RL,Inside,Norm,1Fam,2Story,Hip,VinylSd,Ex,PConc,Ex,WD ,Gd,NridgHt,Reg,250000,20880
245,6,20,2,0,1,1625,1979,1979,576.0,6,28,136,23580,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,Fa,Mitchel,IR1,242500,9750
1086,6,50,1,0,0,1264,1914,1995,400.0,6,0,424,15564,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Shng,TA,BrkTil,Ex,WD ,TA,Crawfor,Reg,147500,7584
1535,6,20,2,0,2,1430,1974,1974,484.0,6,108,117,19508,RL,Inside,Norm,1Fam,1Story,Gable,ImStucc,TA,CBlock,TA,WD ,TA,Veenker,Reg,192000,8580
1502,7,20,2,0,0,1734,2005,2005,660.0,7,24,160,11645,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,260000,12138
1233,7,20,2,0,0,1260,1983,1983,598.0,6,0,152,10825,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,Gd,CBlock,TA,WD ,TA,NWAmes,IR1,181900,7560
124,5,50,1,1,0,1284,1947,1950,240.0,5,35,0,3500,RM,Inside,Norm,1Fam,1.5Fin,Gable,AsbShng,TA,CBlock,TA,WD ,TA,OldTown,Reg,110000,6420
874,6,80,1,0,0,1091,1993,1996,429.0,5,0,280,7706,RL,Inside,Norm,1Fam,SLvl,Gable,HdBoard,TA,CBlock,Ex,WD ,TA,Mitchel,Reg,131250,5455
1326,7,80,2,1,1,2037,1996,1996,472.0,8,33,100,10541,RL,Corner,Norm,1Fam,SLvl,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,229000,16296
1283,7,60,2,1,1,1779,1999,2000,586.0,7,107,208,13426,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,217000,12453
1285,7,60,2,1,0,1909,2002,2002,529.0,8,108,0,8726,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,197000,15272
1540,8,60,2,1,1,2520,1993,1993,796.0,10,55,209,14541,RL,Corner,Norm,1Fam,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,310000,25200
494,6,20,1,0,1,976,1968,2004,504.0,4,0,94,9360,RL,Inside,Feedr,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,Gd,NAmes,Reg,157500,3904
1852,4,20,1,0,1,948,1954,1954,280.0,5,36,0,8190,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,Ex,WD ,TA,Edwards,Reg,119000,4740
1621,8,20,2,0,1,1498,2005,2006,844.0,7,98,144,11645,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,237000,10486
1269,7,20,2,0,2,1801,1959,1997,484.0,6,54,0,15602,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,Crawfor,IR1,289000,10806
709,6,20,2,0,1,1523,1976,1976,478.0,7,0,0,11361,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,COD,TA,NWAmes,Reg,180000,10661
602,5,190,1,0,2,1336,1953,1953,375.0,5,0,0,15750,RL,Corner,Norm,2fmCon,1Story,Hip,MetalSd,TA,CBlock,TA,WD ,TA,Crawfor,Reg,157000,6680
738,5,30,1,0,1,967,1920,1990,180.0,5,0,0,3153,RM,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,BrkTil,Gd,WD ,TA,OldTown,Reg,99900,4835
1346,5,20,1,1,0,1053,1958,1991,750.0,6,80,0,8973,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,Ex,NAmes,Reg,150000,6318
1505,5,20,1,1,0,1052,1968,1968,288.0,5,0,356,8400,RL,Inside,Feedr,1Fam,1Story,Hip,HdBoard,TA,CBlock,Gd,WD ,TA,NAmes,Reg,138500,5260
579,4,90,2,0,0,1768,1968,1968,0.0,8,0,0,10778,RL,Inside,Norm,Duplex,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,Sawyer,Reg,136500,14144
1480,7,120,2,0,1,1368,2005,2006,474.0,6,35,132,6955,RL,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,NridgHt,IR1,202500,8208
1935,8,20,2,0,1,1795,2002,2002,534.0,7,159,171,9742,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,230000,12565
829,5,20,1,0,0,1122,1948,2005,528.0,6,36,0,12000,RM,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Ex,WD ,Gd,OldTown,Reg,147000,6732
1032,6,60,1,1,0,1556,1968,1968,441.0,8,0,0,11700,RL,Inside,RRAn,1Fam,2Story,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,NWAmes,Reg,154000,12448
1496,6,20,1,0,1,1045,1963,1963,264.0,6,0,0,7936,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,127000,6270
538,7,60,2,1,0,1779,1998,1998,546.0,6,36,198,10400,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,CollgCr,Reg,197900,10674
97,5,20,1,0,1,1074,1956,1956,396.0,6,72,0,7450,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,Gd,WD ,Gd,NAmes,IR1,124000,6444
693,8,20,2,0,0,1580,2007,2008,830.0,7,24,0,11932,RL,FR2,Feedr,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,ConLD,Gd,Somerst,Reg,235128,11060
516,7,60,2,1,1,1949,1993,1994,574.0,8,90,156,9938,RL,Inside,Norm,1Fam,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,SawyerW,Reg,236000,15592
720,7,20,2,0,1,1594,1993,1993,472.0,6,80,190,9547,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,NWAmes,Reg,188500,9564
810,6,60,1,2,1,1790,1972,1972,484.0,8,0,148,10400,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,CBlock,Gd,WD ,TA,NWAmes,Reg,165150,14320
971,6,60,2,1,1,1981,1978,1992,522.0,8,104,336,17082,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,ClearCr,IR1,230000,15848
12,5,70,1,0,1,2016,1880,2007,576.0,7,0,0,26400,RL,FR2,Feedr,1Fam,2Story,Gable,HdBoard,Gd,PConc,Ex,WD ,TA,SawyerW,Reg,131000,14112
770,7,60,2,1,1,2730,1986,1987,576.0,8,96,201,10380,RL,Inside,Norm,1Fam,2Story,Gable,Plywood,Gd,CBlock,Ex,WD ,Gd,SawyerW,IR1,301000,21840
1334,8,60,2,1,1,2482,2005,2006,642.0,9,39,144,12665,RL,Inside,Norm,1Fam,2Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,IR1,281213,22338
405,6,60,2,1,1,1514,2000,2000,394.0,7,72,0,8433,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,IR1,190000,10598
104,6,60,2,1,1,1961,2001,2002,560.0,7,192,125,12209,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,Mitchel,IR1,215000,13727
472,5,50,1,0,2,1150,1942,1950,215.0,6,0,264,6488,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,TA,Edwards,Reg,128000,6900
1728,6,60,2,1,1,1536,2005,2006,400.0,6,38,100,10237,RL,Inside,RRAn,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,Reg,176000,9216
1974,5,190,1,0,2,1077,1939,1950,205.0,5,4,0,7420,RL,Corner,Artery,2fmCon,1.5Unf,Gable,MetalSd,TA,BrkTil,Ex,WD ,TA,BrkSide,Reg,118000,5385
1144,6,20,2,0,2,1494,1974,2002,461.0,7,0,296,15410,RL,CulDSac,RRNe,1Fam,1Story,Hip,Plywood,TA,CBlock,Ex,WD ,TA,Sawyer,IR1,169000,10458
1022,5,30,1,0,1,1032,1935,1950,260.0,6,0,0,8250,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,Slab,TA,WD ,TA,Edwards,Reg,125000,6192
1831,8,60,2,1,1,2098,2005,2005,878.0,8,52,192,10240,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Gd,WD ,Ex,NridgHt,Reg,275500,16784
1108,7,20,2,0,0,1564,2007,2007,814.0,6,24,0,11058,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,218836,9384
801,7,60,2,1,1,1598,2004,2005,433.0,7,48,100,9171,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,201490,11186
1187,7,20,2,0,0,1689,2007,2007,954.0,7,56,0,9849,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,248328,11823
1374,3,30,1,0,0,729,1935,2003,0.0,5,0,0,4130,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,CBlock,Gd,WD ,TA,BrkSide,IR1,52000,3645
1331,5,20,1,1,0,1210,1953,1953,616.0,7,0,208,9533,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,Slab,TA,ConLD,TA,NAmes,Reg,102900,8470
1840,8,20,2,0,0,1694,2008,2008,776.0,7,33,160,10475,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,245350,11858
305,5,20,1,0,0,879,1975,1975,440.0,5,80,0,9675,RL,Corner,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,Con,TA,CollgCr,Reg,120000,4395
1118,6,20,2,0,0,988,1959,1998,297.0,6,0,156,9240,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,Gd,CBlock,TA,WD ,Gd,NAmes,IR1,149500,5928
1741,7,20,2,1,1,1478,2009,2009,484.0,7,144,0,4403,FV,Inside,Norm,1Fam,1Story,Gable,MetalSd,Ex,PConc,Ex,New,Gd,Somerst,IR2,222000,10346
1215,6,120,2,0,1,1069,1975,1975,440.0,4,55,0,4043,RL,Inside,Norm,TwnhsE,1Story,Gable,Plywood,TA,CBlock,Gd,WD ,TA,NPkVill,Reg,146300,4276
32,8,120,1,1,1,1494,1995,1996,481.0,6,30,0,9549,RL,CulDSac,Norm,TwnhsE,1Story,Hip,BrkFace,Gd,PConc,Ex,WD ,Ex,Veenker,IR1,270000,8964
488,9,20,2,0,1,1792,2003,2004,874.0,6,49,206,11846,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Ex,NridgHt,IR1,374000,10752
927,8,60,2,1,1,2285,2000,2000,648.0,8,56,0,11000,RL,FR2,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,Reg,248000,18280
197,6,50,2,0,0,1338,1915,1950,528.0,7,0,0,7822,RL,Corner,Artery,1Fam,1.5Fin,Gable,AsbShng,TA,BrkTil,TA,WD ,TA,Edwards,Reg,92000,9366
981,6,50,1,1,1,1635,1923,1950,440.0,6,38,0,8737,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,TA,BrkSide,IR1,210000,9810
539,6,50,1,0,0,1635,1910,2003,255.0,5,0,394,5310,RM,Corner,Feedr,1Fam,1.5Fin,Hip,VinylSd,TA,CBlock,Gd,WD ,Gd,OldTown,Reg,117000,8175
1488,5,50,1,0,0,1440,1900,1950,352.0,6,0,0,5000,RM,Corner,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Gd,WD ,TA,OldTown,Reg,79000,8640
841,7,20,1,0,2,1363,1954,2005,439.0,5,0,81,39104,RL,CulDSac,Norm,1Fam,1Story,Flat,Plywood,TA,CBlock,Ex,WD ,TA,ClearCr,IR1,241500,6815
521,4,20,1,0,0,1242,1946,1950,336.0,4,0,0,17808,RL,Inside,Feedr,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,Edwards,Reg,109900,4968
1753,5,20,1,1,0,1097,1996,1996,242.0,6,0,306,16561,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,CollgCr,IR2,147900,6582
1947,7,80,2,0,1,1644,1989,1989,569.0,5,0,80,12800,RL,Inside,Norm,1Fam,SLvl,Gable,Wd Sdng,Gd,PConc,Gd,WD ,Gd,SawyerW,Reg,275000,8220
750,6,20,2,0,0,1675,1999,2000,435.0,6,52,165,7915,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,IR1,195000,10050
942,5,30,1,0,0,819,1919,1950,0.0,4,0,0,9000,RM,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,Gd,IDOTRR,Reg,72000,3276
78,5,90,2,0,0,2274,1960,1960,480.0,12,0,0,11600,RL,Corner,Feedr,Duplex,2Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,154300,27288
556,6,20,2,0,0,1324,2005,2005,430.0,6,23,36,18494,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,199500,7944
255,4,50,2,0,0,1656,1940,1985,440.0,8,0,187,7628,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,Gd,WD ,TA,OldTown,Reg,119164,13248
804,6,70,2,0,0,1362,1920,1999,502.0,6,0,0,6155,RM,FR3,RRNn,1Fam,2Story,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,TA,BrkSide,IR1,128000,8172
859,5,20,1,0,0,864,1958,1958,399.0,6,0,0,5400,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,SWISU,Reg,118000,5184
760,7,80,2,0,0,1217,1990,1991,497.0,6,27,168,9947,RL,CulDSac,Norm,1Fam,SLvl,Gable,HdBoard,TA,PConc,Ex,WD ,Gd,Mitchel,IR1,173000,7302
819,6,85,1,0,0,996,1992,1992,564.0,5,0,120,9069,RL,Inside,Norm,1Fam,SFoyer,Gable,HdBoard,TA,PConc,Ex,WD ,Gd,SawyerW,Reg,147000,4980
1294,6,160,1,1,0,987,1970,1970,280.0,5,0,0,1869,RM,Inside,Norm,Twnhs,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,BrDale,Reg,106000,4935
1965,5,190,2,1,1,2640,1925,1975,1008.0,10,48,631,22136,RL,Inside,Artery,2fmCon,1.5Fin,Gable,MetalSd,TA,CBlock,TA,WD ,TA,OldTown,Reg,180000,26400
1398,6,20,2,0,0,1167,1992,1992,400.0,6,26,120,9248,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,PConc,Gd,WD ,Gd,Gilbert,IR1,173000,7002
1961,4,50,1,0,1,1531,1947,1979,209.0,8,0,0,9350,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Shng,TA,CBlock,Ex,WD ,TA,Edwards,Reg,127000,12248
1832,7,60,2,1,1,1983,1999,1999,490.0,9,0,0,10762,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,225000,17847
150,5,20,1,0,1,1120,1966,2004,656.0,5,162,0,10710,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,Gd,PConc,Ex,WD ,TA,NAmes,Reg,148800,5600
1658,6,70,1,1,0,1647,1915,1950,216.0,6,66,0,6858,RL,Corner,Norm,1Fam,2Story,Gable,Wd Sdng,TA,PConc,TA,WD ,Fa,SWISU,Reg,128000,9882
820,6,50,1,0,0,1224,1948,2004,280.0,5,0,414,8064,RL,Inside,Artery,1Fam,1.5Fin,Gable,Wd Shng,TA,CBlock,TA,WD ,TA,NAmes,Reg,132000,6120
471,6,50,2,0,2,2144,1958,2006,389.0,7,98,0,159000,RL,CulDSac,Norm,1Fam,1.5Fin,Gable,HdBoard,Gd,CBlock,Gd,WD ,Gd,ClearCr,IR2,277000,15008
789,7,60,2,1,1,1716,1996,1996,512.0,7,120,0,8750,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,191000,12012
1550,8,60,2,1,1,2531,1995,1995,752.0,9,98,222,12257,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,290000,22779
135,6,160,1,1,0,987,1973,1973,264.0,5,0,52,1680,RM,Inside,Norm,Twnhs,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,BrDale,Reg,103400,4935
1849,6,60,2,1,1,1593,2004,2004,398.0,8,75,100,7415,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,IR1,193000,12744
1059,7,120,2,0,1,1569,2007,2007,660.0,7,20,143,3635,RL,Inside,Norm,TwnhsE,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Blmngtn,Reg,175900,10983
1239,6,50,2,0,1,1969,1938,1958,400.0,9,34,0,6876,RM,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,TA,COD,TA,IDOTRR,Reg,141000,17721
1319,7,80,2,1,1,1374,2004,2004,400.0,7,0,100,13300,RL,Inside,Norm,1Fam,SLvl,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,184500,9618
1576,5,20,2,0,0,1126,1977,1977,540.0,6,0,180,15611,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,TA,WD ,Ex,NWAmes,IR1,175000,6756
1145,5,30,1,0,0,616,1921,1950,205.0,4,0,0,6000,RM,Inside,Norm,1Fam,1Story,Gable,Wd Shng,TA,CBlock,Gd,WD ,TA,BrkSide,Reg,89000,2464
409,6,70,1,1,0,1355,1914,2006,0.0,7,0,136,6882,RM,Inside,Norm,1Fam,2Story,Gable,Wd Sdng,TA,PConc,TA,WD ,Gd,IDOTRR,Reg,127000,9485
1798,6,20,1,0,0,1179,1960,1960,622.0,5,0,0,8240,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,Gd,WD ,TA,Edwards,Reg,110000,5895
1610,6,80,2,1,1,1982,1986,1986,501.0,6,112,400,13607,RL,Inside,Norm,1Fam,SLvl,Gable,VinylSd,TA,CBlock,Gd,WD ,TA,Crawfor,IR1,208000,11892
1461,5,80,1,0,0,1109,1971,2005,288.0,5,0,35,10500,RL,FR2,Norm,1Fam,SLvl,Gambrel,AsphShn,TA,CBlock,TA,WD ,TA,NAmes,Reg,139000,5545
1943,5,20,1,0,0,943,1967,1967,528.0,5,0,132,8398,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,Sawyer,IR1,134500,4715
271,5,20,1,0,0,833,1984,1984,495.0,5,0,431,12887,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,TA,WD ,Gd,Mitchel,Reg,149900,4165
316,9,120,2,0,1,1752,2005,2005,576.0,6,82,196,7658,RL,Inside,Norm,TwnhsE,1Story,Hip,MetalSd,Ex,PConc,Ex,WD ,Ex,NridgHt,Reg,319900,10512
1267,5,20,2,1,2,1898,1956,1956,484.0,7,51,0,26073,RL,CulDSac,Norm,1Fam,1Story,Gable,MetalSd,TA,PConc,Ex,WD ,TA,Crawfor,IR1,236500,13286
1479,5,20,1,0,0,1200,1950,1950,246.0,6,0,126,9600,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,Reg,129900,7200
407,5,190,2,0,0,1387,1954,1954,256.0,7,0,0,6000,RM,Inside,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,TA,CBlock,TA,WD ,Gd,OldTown,Reg,93000,9709
1866,9,60,2,1,1,2172,2000,2000,687.0,8,153,162,11000,RL,FR2,Norm,1Fam,2Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Ex,NoRidge,Reg,291000,17376
347,6,60,2,1,1,1552,1975,1975,434.0,6,208,209,11475,RL,Inside,RRAn,1Fam,2Story,Gable,VinylSd,TA,CBlock,TA,WD ,TA,NWAmes,Reg,179900,9312
818,7,20,2,0,1,1673,2000,2000,583.0,7,113,306,11354,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,270000,11711
268,7,60,2,1,1,1929,2001,2001,650.0,7,235,0,7050,FV,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,226000,13503
664,8,20,2,0,1,1624,1994,1995,757.0,5,114,0,12461,RL,Corner,Norm,1Fam,1Story,Gable,ImStucc,Gd,PConc,Ex,WD ,Gd,NoRidge,Reg,262000,8120
871,5,90,1,0,2,1373,1978,1978,591.0,5,0,0,7424,RL,Inside,Norm,Duplex,SFoyer,Gable,Plywood,TA,CBlock,TA,WD ,TA,Sawyer,IR1,160250,6865
966,6,80,2,0,1,1356,1977,1977,528.0,6,0,1424,15957,RL,Corner,Norm,1Fam,SLvl,Gable,Plywood,TA,PConc,TA,WD ,TA,Mitchel,IR1,188000,8136
1586,6,50,1,1,1,2180,1915,1950,720.0,7,0,0,10320,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,Gd,WD ,TA,IDOTRR,Reg,161000,15260
